,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.48,3.5168,1.08,3.5123,
1,20附息国债13,100.43,2.9200,5.0,2.8882,
2,20附息国债18,100.50,2.6550,11.6,2.5673,
3,20附息国债16,101.17,3.1300,2.01,3.1143,
4,20国开12,100.39,3.2425,3.76,3.2082,
5,20附息国债11,99.94,2.6750,6.5,2.6118,
6,20附息国债14,100.31,2.7600,9.5,2.7124,
7,20附息国债15,100.52,2.2499,1.99,2.2504,
8,20附息国债06,96.04,3.1725,2.24,3.1612,
9,20附息国债12,101.06,3.7500,4.0,3.7155,
10,20国开10,95.74,3.6305,2.3,3.6055,
11,16农发04,100.84,2.8779,1.79,2.8679,
12,21兴业银行CD021,97.25,2.8298,,2.8576,
13,20附息国债09,99.06,2.7600,6.5,2.7442,
14,20附息国债17,101.09,3.1000,1.0,3.1057,
15,20农发清发03,100.67,2.8200,3.81,2.8099,
16,19附息国债11,100.25,2.5800,6.0,2.5766,
17,20国开03,100.00,3.2300,7.25,3.1749,
18,20国开16,100.31,2.2200,2.01,2.2891,
19,20农发07,100.06,3.0325,4.75,2.9731,
20,20附息国债05,96.20,2.9600,7.0,2.9207,
21,20农发10,101.37,3.6200,1.0,3.5897,
22,20交通银行CD167,97.33,2.6000,-2.0,2.5973,
23,20国开07,100.05,2.9750,5.5,2.9230,
24,20农发08,100.84,3.2500,2.95,3.2333,
25,16农发13,100.19,2.0599,3.97,2.0524,
26,18附息国债21,100.63,2.2700,7.0,2.2548,
27,19国开02,100.58,2.4400,3.6,2.4088,
28,20民生银行CD348,97.32,2.6300,-33.01,2.6300,
29,19民生银行永续债,101.70,4.2917,0.71,4.2917,
30,21兴业银行CD022,100.00,2.7196,,2.7196,
31,18附息国债07,100.34,1.9001,2.01,1.9079,
32,20建设银行CD083,97.34,2.5999,-3.01,2.5999,
33,20国开08,98.61,3.2300,2.5,3.2255,
34,19国开03,100.58,3.0950,6.5,3.0461,
35,20附息国债02,99.87,2.3238,-7.62,2.3948,
36,19附息国债02,100.05,1.8998,5.43,1.9034,
37,20农发清发01,99.61,2.5900,0.73,2.6100,
38,20附息国债04,93.48,3.7600,1.0,3.7548,
39,21建设银行CD006,97.28,2.7997,,2.7997,
40,20交通银行CD038,97.73,2.1598,1.01,2.1577,
41,17湖北债29,108.69,3.2854,-5.46,3.2854,
42,20进出15,100.98,3.2041,0.16,3.2129,
43,19国开10,100.23,3.6150,-0.47,3.6006,
44,18国开11,101.79,3.0200,6.05,2.9873,
45,21北京银行CD002,100.00,2.7703,,2.7703,
46,20国开11,99.74,2.0501,2.0,2.0499,
47,17国开10,103.36,3.4300,-2.0,3.4316,
48,16农发17,101.27,2.9493,4.93,2.9775,
49,20华夏银行,100.63,3.3082,-3.84,3.3095,
50,19国开15,98.70,3.6250,1.5,3.6072,
51,17进出09,101.97,2.7254,0.24,2.7254,
52,19国开05,99.35,3.5750,0.75,3.5705,
53,17国开06,101.57,2.7120,6.44,2.6511,
54,20国开02,97.80,2.8950,-0.5,2.9083,
55,21伊利实业SCP003,100.00,2.4998,,2.4998,
56,21兴业银行CD009,97.29,2.7768,-0.32,3.1419,
57,19国开08,100.79,3.1700,7.0,3.0967,
58,19国开07,100.63,2.6800,3.0,2.6530,
59,21湘高速CP001,100.00,3.0997,,3.1132,
60,20贴现国债57,98.85,2.0501,5.02,2.0118,
61,20进出05,98.89,3.2189,0.89,3.2136,
62,18国开10,103.31,3.5250,4.5,3.5149,
63,20中国银行CD053,97.34,2.6000,-31.0,2.6000,
64,21浙能源MTN001,100.00,3.7000,,3.7000,
65,18附息国债02,100.04,1.3983,4.85,1.3916,
66,18附息国债09,101.23,2.6000,1.0,2.6160,
67,16附息国债15,100.21,2.1799,17.98,2.1893,
68,20交通银行CD049,98.19,2.4002,5.03,2.3684,
69,16农发05,100.31,3.2609,-2.91,3.2459,
70,18国开08,100.55,2.0200,-0.31,2.0557,
71,20附息国债10,99.99,2.1499,14.99,2.0896,
72,20贴现国债60,98.96,1.8500,-15.0,1.9674,
73,20贵州债69,101.09,3.3675,0.13,3.3616,
74,20农发04,94.79,3.6325,1.75,3.6032,
75,20进出03,98.24,3.0000,8.0,2.9485,
76,21国开02,100.03,2.9700,2.0,2.9444,
77,20平安银行CD070,97.73,2.1598,0.99,2.1598,
78,20浦发银行CD513,97.24,2.7700,-3.0,2.7508,
79,21平安银行CD013,97.29,2.7900,,2.8140,
80,19附息国债15,99.54,3.1900,0.95,3.1765,
81,20农发02,98.40,2.9600,5.9,2.9535,
82,18国开12,100.81,2.3531,10.31,2.3144,
83,20进出13,100.96,2.9500,-5.5,2.9680,
84,20贴现国债62,99.50,1.8202,8.13,1.8106,
85,20中信银行CD318,97.28,2.7401,0.51,2.7480,
86,16国开10,99.52,3.2800,-2.0,3.2841,
87,21铁道MTN001,100.00,3.4000,,3.4000,
88,19农发09,100.39,3.1200,-1.12,3.1352,
89,20中信银行CD022,97.73,2.1598,0.95,2.1598,
90,15国开18,101.96,3.2750,1.5,3.2394,
91,20招商银行CD012,97.18,1.6479,4.75,1.6468,
92,20浙江债40,100.82,3.8100,-4.5,3.8100,
93,19农发06,100.70,3.6400,3.0,3.6178,
94,19进出05,100.63,3.0600,1.86,3.0580,
95,20中信银行CD165,97.32,2.6000,1.0,2.6000,
96,21张家城投MTN001,100.00,4.4099,,4.4099,
97,16国开06,100.09,1.7997,9.94,1.9356,
98,20贴现国债47,98.89,1.7898,3.73,1.7834,
99,21江阴高新MTN001,100.00,4.7799,,4.7798,
100,21苏交通SCP001,100.03,2.5400,1.0,2.5359,
101,20建设银行CD088,98.64,2.1501,3.47,2.1501,
102,21北京农商银行CD013,98.51,3.0499,39.01,3.0499,
103,20汇金MTN010A,100.52,3.3000,1.0,3.2740,
104,20中国银行CD019,98.05,2.4201,-7.98,2.4201,
105,20邮储银行永续债,97.93,4.2400,0.87,4.2551,
106,20农发05,96.05,3.2575,3.25,3.2125,
107,16国开07,100.60,2.9400,1.19,2.9013,
108,20附息国债08,98.68,3.0800,1.0,3.0798,
109,21武进经发MTN001,100.00,4.3699,,4.3699,
110,21宁波港SCP001,100.00,2.8798,,2.8798,
111,20农业银行永续债01,97.08,4.2300,-1.0,4.2413,
112,21武进经发SCP001,100.00,3.3997,,3.3997,
113,19进出06,100.79,2.7700,4.8,2.7237,
114,20交通银行CD051,98.20,2.3501,0.02,2.3289,
115,20农发09,100.23,2.3599,6.51,2.3342,
116,19建元12A3_bc,85.35,,,,
117,21中电投SCP002,100.00,2.5000,0.12,2.4968,
118,18农发06,107.35,3.4900,2.0,3.4763,
119,20兴业银行CD134,98.17,2.4099,,2.4099,
120,21光大银行CD010,97.25,2.8298,,2.8295,
121,20西安银行CD028,97.94,2.5002,-4.99,2.4839,
122,20浦发银行CD494,97.28,2.7001,-19.99,2.7001,
123,20民生银行CD187,98.17,2.4099,-33.0,2.4099,
124,20平安银行CD095,98.17,2.4099,,2.4099,
125,21中航租赁SCP003,100.00,3.1997,,3.1996,
126,21常德经建MTN001,100.00,4.4999,,4.4997,
127,21上海医药SCP001,100.00,2.4998,,2.4998,
128,20国开19,100.17,3.8582,-2.13,3.8563,
129,20中国银行CD100,97.99,2.6001,-3.99,2.6057,
130,20浦发银行CD388,97.98,2.5000,-0.01,2.5000,
131,13附息国债18,104.38,2.3310,-1.9,2.3309,
132,09附息国债11,103.02,2.7514,2.48,2.7514,
133,14附息国债12,104.55,2.6002,2.34,2.6001,
134,19广西债12,102.82,3.3801,,3.3801,
135,15江苏债26,101.78,2.5186,-1.1,2.5187,
136,20兴业银行CD131,98.15,2.3998,-33.04,2.3998,
137,20建设银行双创债,100.54,3.2900,3.0,3.2688,
138,20国开04,100.37,3.3600,-1.0,3.3826,
139,20邮政SCP005,99.87,2.5400,-1.83,2.5492,
140,20国开20,100.39,3.8700,2.0,3.8587,
141,20贴现国债49,98.86,1.8899,-1.02,1.8977,
142,21华电SCP001,100.00,2.2499,,2.2499,
143,20国开05,95.74,3.6245,1.95,3.6063,
144,18国开04,103.58,2.9600,6.0,2.9167,
145,21上海银行CD009,98.68,2.6898,,2.6898,
146,20中国银行CD096,99.30,1.9502,-4.94,1.9796,
147,20浦发银行CD529,96.99,3.1000,35.0,3.0915,
148,,62.81,,,,
149,19附息国债09,100.24,2.2001,15.01,2.1416,
150,20江苏银行CD221,97.16,2.8500,7.01,2.8262,
151,20农业银行CD142,99.29,2.0006,5.0,1.9745,
152,20江苏银行CD172,97.94,2.6200,-174.68,2.6400,
153,20农业银行CD174,97.35,2.7000,1.0,2.7175,
154,20平安银行CD061,97.40,2.1499,1.0,2.1499,
155,16附息国债07,100.15,1.9001,4.83,1.9001,
156,20光大银行CD103,97.91,2.4000,12.01,2.3252,
157,20中国信达债02BC(品种二),99.24,3.9989,,3.9989,
158,19湖南债01,100.14,3.3300,,3.3213,
159,20进出11,101.14,3.5995,-1.3,3.6027,
160,18工元3A2,69.05,,,,
161,21九江富和PPN001,100.00,5.0499,,5.0537,
162,19进出10,101.83,3.5994,-0.06,3.5990,
163,15国开10,103.95,3.1960,-2.4,3.2154,
164,21南京地铁SCP001,100.00,2.8698,,2.8698,
165,20江苏银行CD224,97.19,2.8200,2.0,2.8224,
166,21明静ABN001优先,100.00,,,,
167,20农发06,99.97,2.1601,2.93,2.1563,
168,20浦发银行01,97.63,3.1700,-4.79,3.1835,
169,20安徽06,100.81,3.2000,1.0,3.2000,
170,19国开14,100.36,2.7583,0.13,2.7636,
171,20中国银行永续债01,96.75,4.2400,-1.13,4.2398,
172,20北京银行CD032,98.20,2.4700,-44.01,2.4700,
173,20浦发银行CD432,99.29,1.7023,10.03,1.6867,
174,19华夏银行永续债,101.74,4.2878,2.19,4.2878,
175,20光大银行CD285,99.30,1.9506,2.08,1.9506,
176,20河北高速SCP005,100.00,2.5002,1.03,2.5002,
177,20贴现国债52,98.89,1.9001,0.73,1.8872,
178,16进出16,100.80,2.3600,-2.0,2.3607,
179,20农发清发02,96.82,3.4368,-1.82,3.4432,
180,20贴现国债61,99.46,1.8501,5.01,1.8564,
181,19农发03,100.58,2.7000,8.0,2.6263,
182,20贴现国债63,99.52,1.8101,7.0,1.7811,
183,19农业银行永续债02,100.20,4.1331,-2.97,4.1331,
184,20光大银行永续债,100.68,4.4300,1.0,4.4257,
185,20工商银行二级01,100.23,4.1680,-2.96,4.1683,
186,18国开05,109.15,3.4000,1.0,3.4123,
187,21兴业银行CD014,97.32,2.7500,-5.0,2.7777,
188,15国开05,102.13,3.2400,1.11,3.2282,
189,20进出07,99.14,3.4175,1.75,3.4012,
190,20中国银行CD051,98.66,1.9494,8.95,1.9498,
191,21富阳开发PPN001,100.00,4.5099,,4.5099,
192,20交通银行02,100.39,3.3500,1.5,3.3287,
193,20贴现国债38,98.85,2.0009,7.03,1.9544,
194,20附息国债03,98.98,2.7400,8.0,2.7123,
195,16农发18,101.37,3.2900,-3.0,3.2983,
196,21招商银行CD005,96.83,3.2773,-0.21,3.2773,
197,21上海银行CD006,98.48,3.1201,47.02,3.1201,
198,20江苏银行CD117,98.00,2.4499,-0.01,2.4432,
199,21武义农商银行CD001,98.61,2.8401,,2.8424,
200,20农业银行CD032,98.17,2.3799,,2.3799,
201,20邮政SCP007,100.04,2.4599,-1.02,2.4537,
202,20中国银行CD086,99.29,1.7488,4.77,1.7485,
203,20农发03,99.75,2.0699,-3.99,2.0675,
204,18山东10,100.96,2.1184,-70.86,2.1184,
205,20光大银行CD052,97.40,2.1602,1.0,2.1602,
206,19盐城交通MTN001,102.99,10.1970,-7.07,10.1970,
207,18瀚瑞投资PPN001,100.40,7.4133,-48.41,7.4133,
208,20平安银行CD073,97.69,2.1600,0.98,2.1600,
209,21招商银行CD006,97.30,2.7700,,2.7698,
210,16山东债07,100.90,2.6486,2.69,2.6485,
211,18农发08,103.17,2.9500,-2.0,3.0116,
212,19附息国债04,101.03,2.8500,8.0,2.7723,
213,21徐州交通MTN001,100.00,3.8099,,3.8099,
214,17附息国债01,100.56,2.3000,4.0,2.3195,
215,20渤海银行小微债,100.13,3.4900,-5.39,3.4902,
216,20中电投SCP032,99.21,5.7173,-0.83,5.7173,
217,19进出09,100.56,2.2821,-5.79,2.3740,
218,17农发03,101.30,2.3321,0.71,2.3236,
219,20华电煤业SCP001,99.97,2.9230,-62.7,3.3870,
220,19交通银行01,100.48,3.0800,-4.0,3.0817,
221,21景国资CP001,100.00,4.4894,,4.4894,
222,18国开03,100.41,1.7399,2.32,1.7340,
223,21高淳建设CP001,100.00,3.9996,,3.9996,
224,20贵阳银行CD066,97.91,2.6101,-2.99,2.6101,
225,21中电投SCP001,99.99,2.5200,-1.9,2.5202,
226,21青岛北城MTN001,100.00,4.0499,,4.0499,
227,21芜湖新马MTN001,100.00,5.4999,,5.4997,
228,20浦发银行CD072,97.40,2.1603,3.07,2.1603,
229,18兵团债02,104.26,3.3150,-5.5,3.3125,
230,20长沙银行CD174,98.64,2.4701,,2.4701,
231,20天成租赁GN003,99.66,4.2472,,4.2472,
232,20民生银行CD182,98.15,2.3900,1.0,2.3979,
233,20中信银行CD284,97.98,2.6000,1.0,2.6060,
234,20中国银行CD083,99.29,1.7512,5.03,1.7529,
235,20江苏银行CD222,97.19,2.8200,-3.0,2.8200,
236,20交通银行二级,96.63,3.6704,0.89,3.6633,
