,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.13,3.5590,4.22,3.5401,
1,20附息国债13,100.22,2.9675,4.75,2.9150,
2,20附息国债18,100.43,2.6925,3.75,2.5595,
3,20附息国债16,100.81,3.1725,4.25,3.1444,
4,20国开12,100.20,3.2890,4.65,3.2394,
5,20附息国债14,100.15,2.8200,6.0,2.7634,
6,20附息国债11,99.88,2.7150,4.0,2.6875,
7,20国开10,95.61,3.6475,1.7,3.6283,
8,20附息国债15,100.43,2.3501,10.02,2.3115,
9,20附息国债12,101.09,3.7485,-0.15,3.7361,
10,20附息国债09,98.85,2.8500,9.0,2.8155,
11,20附息国债17,100.69,3.1650,6.5,3.1566,
12,19国开02,100.47,2.5500,11.0,2.4886,
13,20附息国债06,95.79,3.2050,3.25,3.1828,
14,20国开03,99.96,3.2400,1.0,3.2306,
15,20附息国债05,95.94,3.0300,7.0,2.9958,
16,19附息国债16,100.53,3.0200,2.0,3.0000,
17,21兴业银行CD024,97.91,2.8499,,2.7088,
18,20农发10,101.12,3.6505,3.05,3.6612,
19,20国开08,98.33,3.3000,7.0,3.2686,
20,16农发21,100.24,2.4500,19.51,2.4247,
21,20国开07,99.92,3.0300,5.5,2.9910,
22,20农发清发03,100.54,2.9000,8.0,2.8702,
23,20国开02,97.57,3.0050,11.0,2.9716,
24,21国开02,100.04,2.9636,-0.64,2.9704,
25,21邮政MTN001,100.00,6.2073,,6.2073,
26,20贴现国债62,99.49,1.8503,0.92,1.8480,
27,19国开03,100.45,3.1400,4.5,3.0987,
28,18附息国债21,100.59,2.3200,5.0,2.2521,
29,18国开04,103.36,3.0619,10.19,3.0045,
30,20农发清发01,99.54,2.6600,7.0,2.6895,
31,19国开05,99.11,3.6100,3.5,3.5899,
32,19附息国债13,100.24,2.8700,3.0,2.8441,
33,18国开11,101.81,3.0100,-1.0,3.0172,
34,18附息国债07,100.32,1.9501,5.0,1.9426,
35,19国开14,100.29,2.7976,3.76,2.8290,
36,20江苏银行CD221,97.16,2.8500,1.0,2.8489,
37,21浦发银行CD003,97.25,2.8200,-20.0,2.8636,
38,19附息国债04,101.03,2.8500,1.0,2.8039,
39,20国开06,99.74,2.1621,4.03,2.1613,
40,18附息国债14,100.53,2.0499,2.81,2.0376,
41,18附息国债16,101.44,2.6883,0.83,2.6886,
42,18附息国债23,101.48,2.7189,0.34,2.7179,
43,20附息国债04,92.93,3.7925,3.25,3.7766,
44,20进出05,98.78,3.2502,3.13,3.2441,
45,18附息国债28,101.35,2.9185,-1.45,2.9191,
46,19附息国债14,100.38,2.2082,4.82,2.2090,
47,19附息国债09,100.27,2.1275,-7.26,2.1288,
48,19附息国债07,101.43,2.9566,0.16,2.9565,
49,19附息国债03,100.25,2.4603,7.93,2.4589,
50,17附息国债14,101.49,2.4260,1.6,2.4264,
51,19国开15,98.60,3.6400,1.5,3.6296,
52,18国开10,103.24,3.5350,1.0,3.5248,
53,16国开07,100.38,3.0500,11.0,3.0443,
54,20浦发银行CD529,97.28,2.7800,-32.0,2.9917,
55,21北京农商银行CD013,98.51,3.0499,1.0,3.0499,
56,19附息国债11,100.04,2.7200,14.0,2.7305,
57,20浦发银行CD456,99.27,2.1984,44.87,2.1373,
58,19附息国债02,100.04,1.9023,0.25,1.9293,
59,21光大银行CD012,98.02,2.6994,,2.6994,
60,20附息国债03,98.89,2.7850,4.5,2.7553,
61,19国开10,100.13,3.6300,1.5,3.6171,
62,20进出03,98.09,3.0719,7.19,3.0135,
63,20附息国债02,99.63,2.5550,23.12,2.4533,
64,21兴业银行CD009,97.64,2.4000,-37.68,2.7650,
65,21兴业银行CD025,97.26,2.8144,,2.8145,
66,20招商银行CD110,98.64,2.2599,38.05,2.1983,
67,20农发02,98.15,3.0819,12.19,3.0340,
68,21国开04,99.96,3.4056,-3.67,3.4147,
69,21北京银行CD003,97.22,2.8589,-0.09,2.8590,
70,21重庆银行CD002,97.09,2.9987,,2.9989,
71,20农发07,99.92,3.0900,5.75,3.0752,
72,20平安银行CD299,99.28,2.3498,23.93,2.3052,
73,16国开10,99.14,3.3600,8.0,3.3267,
74,17国开15,104.51,3.4600,1.0,3.4543,
75,20华夏银行,100.60,3.3200,1.18,3.3580,
76,20国开11,99.73,2.0939,4.08,2.1386,
77,20贴现国债63,99.49,1.9498,13.97,1.9410,
78,20建设银行CD088,98.61,2.3502,20.01,2.3214,
79,20农发04,94.92,3.6150,-1.75,3.6309,
80,21上海银行CD012,98.69,2.6795,,2.6865,
81,20交通银行02,100.52,3.3000,-5.0,3.3344,
82,16进出09,100.16,2.4000,6.71,2.4452,
