,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,100.72,3.6100,-2.7,3.6272,
1,20附息国债16,100.25,3.2400,-2.0,3.2547,
2,20国开10,95.53,3.6550,-3.5,3.6746,
3,20国开12,100.24,3.2800,-5.5,3.2983,
4,20附息国债13,99.99,3.0200,-5.41,3.0415,
5,20民生银行CD568,97.09,2.9997,,3.0121,
6,20附息国债12,100.22,3.7975,-2.02,3.8101,
7,20附息国债15,100.21,2.6500,-10.61,2.6952,
8,20附息国债11,99.68,2.8400,-2.8,2.8467,
9,19国开10,99.91,3.6600,-2.5,3.6677,
10,20附息国债09,98.64,2.9250,-2.76,2.9342,
11,20华夏银行,99.99,3.5418,0.2,3.5376,
12,18附息国债04,104.81,3.0900,1.0,3.0900,
13,20附息国债06,95.44,3.2460,-2.9,3.2614,
14,20贴现国债47,98.78,2.3871,-2.02,2.4329,
15,20附息国债14,99.97,2.8880,-3.95,2.9009,
16,20贴现国债55,99.32,2.7002,0.02,2.6996,
17,20附息国债17,100.37,3.2200,-3.5,3.2579,
18,20国开03,99.90,3.2550,-4.05,3.3042,
19,19国开03,100.45,3.1450,-7.86,3.1762,
20,19农发09,99.82,3.2888,0.38,3.2813,
21,19进出05,100.29,3.1800,-7.07,3.2138,
22,20民生银行CD567,98.63,2.7799,,2.7999,
23,19附息国债09,100.01,2.6899,-2.01,2.4558,
24,20广州地铁SCP007,99.94,3.1801,0.65,3.1732,
25,20国开02,97.44,3.0300,-8.0,3.0877,
26,20农发02,98.14,3.0550,-8.95,3.0972,
27,20附息国债04,92.51,3.8173,-1.53,3.8281,
28,19国开05,98.98,3.6275,-5.25,3.6446,
29,20国开07,99.90,3.0376,-5.07,3.0966,
30,20电网SCP048,99.97,2.8998,5.01,2.8992,
31,20进出03,98.08,3.0500,-9.46,3.1140,
32,20浦发银行CD432,99.29,2.6996,4.9,2.6902,
33,18国开05,108.79,3.4660,-3.02,3.4700,
34,20国开16,100.01,2.6700,-2.0,2.6892,
35,15附息国债16,102.12,3.0084,-3.63,3.0084,
36,20国开01,100.00,2.3799,-11.99,2.4433,
37,20浦发银行CD522,97.08,3.0100,,3.0032,
38,19国开02,100.26,2.7800,-12.0,2.8157,
39,19国开15,98.42,3.6625,-4.2,3.6829,
40,20附息国债18,100.22,2.8100,-2.75,2.8135,
41,19农发06,100.50,3.6685,-1.78,3.6712,
42,20抗疫国债04,96.37,3.3050,-2.0,3.3095,
43,20附息国债05,95.75,3.0600,-4.5,3.0784,
44,20交通银行CD020,97.23,2.6997,-3.02,2.7039,
45,20附息国债08,97.96,3.2025,-4.0,3.2167,
46,20抗疫国债03,95.75,3.2950,-3.0,3.3017,
47,16国开10,99.17,3.3508,-2.92,3.3742,
48,11附息国债15,100.66,2.6031,-2.06,2.6031,
49,20中信银行CD327,97.09,2.9997,,2.9996,
50,20进出06,99.75,2.5399,-6.02,2.5428,
51,14附息国债03,100.15,1.9994,4.99,1.9994,
52,19国开14,99.91,3.0200,2.0,2.9960,
53,20兴业银行CD432,99.28,2.6799,-2.03,2.6959,
54,20民生银行CD504,99.28,2.6900,0.97,2.6873,
55,20中国银行CD051,98.61,2.6694,-2.17,2.6904,
56,20进出15,100.61,3.2900,-9.0,3.3335,
57,19国开08,100.55,3.2488,-0.12,3.2222,
58,18国开08,100.48,2.6100,-7.0,2.6171,
59,20电网SCP045,99.85,2.8999,-0.01,2.8981,
60,19国开07,100.39,2.8800,-4.97,2.8991,
61,19附息国债03,99.82,2.8400,3.0,2.8117,
62,20重庆银行CD185,96.99,3.0995,,3.0996,
63,20电网SCP044,99.86,2.9001,0.02,2.8996,
64,20民生银行二级,96.90,4.1490,-0.45,4.1490,
65,20农业银行CD171,98.63,2.7797,,2.7797,
66,18江苏债08,100.50,2.6500,-3.01,2.6738,
67,19民生银行永续债,100.75,4.6000,-5.0,4.6045,
68,19农发08,100.85,3.4575,1.25,3.4402,
69,18国开10,103.04,3.5700,-1.75,3.5829,
70,19华夏银行永续债,100.73,4.6100,-6.0,4.6133,
71,20农发清发01,99.23,2.8950,-5.5,2.9695,
72,20宁波银行CD238,99.77,2.6999,,2.6999,
73,20农发10,101.05,3.6600,-5.0,3.6889,
74,20国开05,95.52,3.6500,-2.0,3.6526,
75,20农业银行CD100,98.61,2.6900,-24.0,2.6923,
76,20贴现国债48,99.41,2.3509,-4.94,2.3746,
77,17国开10,103.05,3.4900,-4.5,3.5197,
78,20国开08,98.39,3.2790,-5.53,3.3041,
79,20附息国债10,99.71,2.6500,-2.0,2.6582,
80,20国开11,99.45,2.6500,1.99,2.6375,
81,20浦发银行CD521,97.08,3.0100,1.03,3.0120,
82,20光大银行CD285,99.29,2.6703,-0.95,2.6763,
83,11附息国债08,100.31,2.4816,-1.91,2.4801,
84,11附息国债02,100.15,1.9614,-6.53,1.9786,
85,16国开06,100.05,2.5703,1.0,2.5700,
86,16国开13,98.11,3.4200,-6.08,3.4513,
87,20皖投集SCP002,99.81,3.4248,-11.03,3.4279,
88,18附息国债21,100.39,2.6500,-5.49,2.6431,
89,20农业银行CD029,97.97,2.7999,1.0,2.7999,
90,18国开12,100.67,2.6900,-1.67,2.7168,
91,20广东南粤银行CD316,99.74,3.0998,,3.0998,
92,20附息国债01,99.98,2.5995,1.0,2.5827,
93,20徽商银行CD071,98.58,2.7602,-22.37,2.7483,
94,20附息国债07,96.50,3.8900,1.5,3.8761,
95,20常德城投MTN003,100.00,4.6499,,4.6499,
96,19进出08,100.35,3.0300,-4.84,3.0366,
97,20农发04,94.24,3.7005,-1.45,3.6854,
98,20交通银行CD029,97.34,2.6802,-0.18,2.6795,
99,18兴业绿色金融02,100.65,3.1600,0.32,3.1600,
100,20浙商银行CD127,99.33,2.7197,,2.7197,
101,15附息国债14,100.80,2.7583,-3.78,2.7586,
102,20进出05,98.62,3.2850,-8.5,3.3306,
103,20南洋银行01,100.00,4.0799,,4.0799,
104,20光穗化工ABN001优先,100.00,,,,
105,20兴业银行CD173,97.85,2.8163,-0.39,2.8210,
106,20贴现国债52,98.70,2.5902,-9.99,2.5910,
107,17国开06,101.41,2.9000,-6.77,3.0628,
108,20建设银行CD088,98.59,2.7000,1.0,2.6764,
109,20浦发银行CD483,97.81,2.9500,-17.0,2.9732,
110,19葡萄牙人民币债01BC,99.86,4.1800,,4.2050,
111,20南电SCP012,100.01,2.9300,-1.93,2.9366,
112,17附息国债04,102.02,3.0357,-2.36,3.0357,
113,20贴现国债49,98.71,2.5600,-4.01,2.5600,
114,18民生银行01,100.68,3.0534,-1.22,3.0508,
115,18附息国债07,100.26,2.4799,-2.01,2.4966,
