,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.43,3.5230,0.31,3.5224,
1,20附息国债16,101.18,3.1300,1.0,3.1287,
2,20附息国债11,100.00,2.6350,-6.25,2.6522,
3,20国开12,100.48,3.2200,1.0,3.2211,
4,20附息国债13,100.50,2.9050,-6.36,2.9157,
5,20国开10,95.85,3.6150,-0.75,3.6184,
6,20附息国债17,100.91,3.1310,-2.9,3.1403,
7,20附息国债15,100.50,2.2900,-6.0,2.3543,
8,20附息国债06,96.01,3.1750,0.25,3.1738,
9,20附息国债14,100.36,2.7426,-2.74,2.7562,
10,20附息国债05,96.21,2.9500,-0.5,2.9520,
11,20附息国债09,99.05,2.7600,-8.0,2.7944,
12,20附息国债18,100.57,2.6166,-6.34,2.6307,
13,20国开07,100.06,2.9700,-1.86,2.9695,
14,20附息国债10,99.95,2.2300,-6.53,2.2855,
15,20国开01,100.02,1.3490,-25.04,1.4043,
16,20农发10,101.29,3.6300,-1.27,3.6603,
17,20附息国债12,101.60,3.7200,0.25,3.7220,
18,20国开08,98.64,3.2200,-1.0,3.2304,
19,20国开03,100.14,3.1911,-0.89,3.1936,
20,19国开10,100.25,3.6125,-1.75,3.6194,
21,20中国银行CD088,99.32,1.5998,-10.05,1.5171,
22,19民生银行永续债,101.31,4.4206,-0.03,4.3861,
23,19国开08,100.96,3.1200,-2.5,3.1424,
24,20中国银行永续债02,99.82,4.5882,12.82,4.5882,
25,20浦发银行CD072,97.42,2.0998,-5.0,2.1467,
26,20贴现国债48,99.42,1.4958,4.55,1.5126,
27,19国开05,99.18,3.6000,-2.0,3.6250,
28,18农发06,107.28,3.5050,-6.0,3.5188,
29,20浦发银行CD375,98.67,2.1497,-5.04,2.1944,
30,19国开03,100.72,3.0500,-1.5,3.0720,
31,20国开16,100.21,2.3800,-2.0,2.4123,
32,19国开14,100.27,2.8100,-6.0,2.8178,
33,19附息国债04,101.17,2.8075,-2.5,2.8515,
34,20浦发银行CD529,96.86,3.2500,37.0,3.1996,
35,19进出05,100.48,3.1136,-0.14,3.1032,
36,19附息国债02,100.05,2.0002,-7.97,2.0159,
37,17光大银行二级01,101.23,4.3658,-2.07,4.3657,
38,20附息国债02,99.72,2.4600,-14.5,2.4518,
39,20附息国债08,98.47,3.1150,-3.5,3.1214,
40,20附息国债03,98.96,2.7400,-4.0,2.7419,
41,20国开06,99.68,2.2650,-4.11,2.2922,
42,20农发04,94.81,3.6275,-0.75,3.6327,
43,20国开02,97.72,2.9200,-3.0,2.9385,
44,16国开06,100.12,1.8998,-14.29,1.9487,
45,20河北高速SCP002,100.02,2.5000,1.0,2.4974,
46,21平安证券CP001,100.00,2.5498,,2.5498,
47,19农发06,100.74,3.6350,-0.5,3.6218,
48,18国开10,103.38,3.5150,-0.81,3.5325,
49,20成都银行CD299,99.30,1.9601,-72.01,1.9051,
50,20厦门银行CD209,99.30,1.9499,-72.99,1.9050,
51,19农发09,100.26,3.1600,-0.5,3.1605,
52,19附息国债06,100.80,3.1800,-2.0,3.1806,
53,20国开19,100.00,3.8798,-0.02,3.8798,
54,20平安银行CD093,98.15,2.3299,-3.0,2.3321,
55,20农发03,99.56,2.6801,48.0,2.3276,
56,20国开11,99.67,2.1918,-2.83,2.2422,
57,20附息国债04,93.39,3.7650,-1.16,3.7715,
58,20浦发银行CD456,99.32,1.6998,-14.99,1.5048,
59,20渤海银行CD405,99.29,1.4505,,1.4505,
60,20招商银行CD072,97.58,2.5300,,2.5300,
61,20农发02,98.37,2.9686,-8.14,2.9786,
62,20兴业银行小微债05,100.38,3.2900,-6.0,3.3401,
63,21兴业银行CD006,100.00,2.8539,,2.8539,
64,20兴业银行CD448,99.33,1.5992,-5.02,1.5992,
65,18进出10,109.04,3.4500,-1.0,3.4594,
66,18附息国债21,100.65,2.2800,-8.01,2.2744,
67,21沪电力SCP001,100.00,2.4798,,2.4793,
68,21华发集团MTN001,100.00,4.1999,,4.1999,
69,20进出03,98.32,2.9500,-5.0,2.9735,
70,21中国核建SCP001,100.00,2.4998,,2.4998,
71,20农业银行CD083,98.68,1.8294,-5.05,1.8083,
72,16国开10,99.47,3.2892,-0.08,3.2853,
73,19国开02,100.51,2.5200,-3.3,2.5606,
74,19附息国债15,99.54,3.1900,-0.5,3.1691,
75,20民生银行CD573,97.27,2.7900,-6.0,2.8042,
76,19国开07,100.58,2.7300,1.0,2.7118,
77,20农发01,100.00,1.8029,-19.98,1.9096,
78,20兴业银行CD216,97.59,2.5300,-49.0,2.5200,
79,19河南23,99.94,3.1950,1.0,3.1930,
80,20中信银行CD207,98.68,2.2000,-49.99,2.2000,
81,20兴业银行CD472,99.35,1.7997,-15.06,1.8330,
82,21平安银行CD001,100.00,2.8539,,2.8539,
83,18附息国债09,100.86,2.7726,-2.74,2.7713,
84,20申能集SCP002,99.75,2.4998,1.21,2.4986,
85,20中远海运SCP004,99.78,2.6901,-55.27,2.6858,
86,20农发05,96.25,3.2000,-4.5,3.2427,
87,20中信银行CD080,98.06,2.3301,-16.99,2.4456,
88,20农发07,100.14,3.0000,-2.0,3.0076,
89,20交通银行01,99.61,3.3366,-5.34,3.3353,
90,20江西债14,95.66,3.8800,1.0,3.8660,
91,21粤交投MTN001,100.00,6.4966,,6.4952,
92,16附息国债02,100.02,1.6522,1.0,1.6522,
93,20兴业银行小微债01,97.50,3.3009,-19.91,3.3127,
94,20农业银行CD178,98.52,3.0199,39.53,2.6904,
95,18附息国债07,100.31,2.1501,1.0,2.1300,
96,20浦发银行CD432,99.32,1.3985,-30.07,1.4237,
97,20民生银行CD182,98.13,2.3999,-4.07,2.3999,
98,20平安银行CD284,99.32,1.8007,-5.91,1.8007,
99,20中电投SCP033,100.02,2.2505,-84.93,2.2584,
100,20浦发银行CD111,97.68,2.2002,-2.0,2.1662,
101,20首开SCP006,100.02,2.4801,8.03,2.4800,
102,18国开03,100.42,2.0183,-11.17,1.9825,
103,20农业银行CD149,99.33,2.1000,14.99,2.1013,
104,20工商银行二级01,100.32,4.1572,-3.21,4.1838,
105,21苏交通SCP001,100.00,2.6298,,2.6298,
106,19附息国债11,100.16,2.6400,-7.0,2.6505,
107,20贴现国债56,99.39,2.0004,1.0,1.9329,
108,20浦发银行CD039,97.33,1.8997,-0.05,1.9598,
109,19国开04,101.95,3.2600,-1.0,3.2582,
110,20兴业银行CD131,98.13,2.3999,-82.85,2.4466,
111,20沪港务SCP006,99.78,2.5000,-63.01,2.4993,
112,20中铝集SCP010,100.01,2.6001,0.01,2.5500,
113,20贴现国债64,98.91,2.1800,-7.0,2.1935,
114,16附息国债20,99.76,2.8400,1.0,2.8460,
115,20中信银行CD309,97.24,2.7699,-10.01,2.8060,
116,20华夏银行CD469,97.23,2.8000,-8.0,2.8000,
117,21兴业银行CD005,97.19,2.8900,,2.8900,
118,20建设银行CD189,98.70,2.6246,-0.01,2.6246,
119,16云南债16,100.21,2.4200,,2.4360,
120,20江苏银行CD143,97.21,2.7700,,2.7700,
121,20兴业银行CD424,99.32,1.3985,-30.07,1.3985,
122,18广东债01,102.16,2.8350,,2.8275,
123,20民生银行CD486,99.34,1.3507,-34.85,1.3507,
124,21南通城建SCP001,100.00,2.4998,,2.4997,
125,20进出02,99.27,2.6500,-4.51,2.6622,
126,16国开13,98.53,3.3400,-4.0,3.3631,
127,20贴现国债52,98.81,2.2137,0.37,2.1913,
128,20民生银行CD364,98.65,2.2001,4.99,2.1621,
129,20平安银行CD322,97.27,2.7700,-12.0,2.7700,
130,20民生银行CD529,97.24,2.7600,-26.0,2.7600,
131,18国开08,100.53,2.2299,-2.03,2.2832,
132,20进出09,100.07,2.3700,-0.01,2.3705,
133,20北京银行CD170,97.22,2.8300,0.99,2.8467,
134,20交通银行CD185,98.69,2.1498,1.98,2.1721,
135,20中信银行CD330,97.26,2.8000,-7.0,2.8122,
136,21兴业银行CD003,99.41,2.4002,,2.4268,
137,20浦发银行CD513,97.21,2.8300,3.0,2.8437,
138,14附息国债12,104.40,2.6550,-19.58,2.6550,
139,09附息国债11,102.86,2.8059,-10.83,2.8059,
140,20江苏银行CD221,97.18,2.8500,-6.85,2.8500,
141,06国债09,103.24,3.0525,2.25,3.0381,
142,20农发06,99.86,2.3800,5.0,2.3679,
143,21泰州城投PPN001,100.00,4.2499,,4.2499,
144,19交通银行01,100.25,3.2072,-0.28,3.2045,
145,17农发04,102.20,3.0500,0.75,3.0521,
146,20交通银行02,100.29,3.3900,-1.54,3.3899,
147,20兴业银行CD041,97.19,1.5000,-14.97,1.5334,
148,19国开15,98.66,3.6300,0.5,3.6325,
149,20上海银行CD301,99.81,1.5001,,1.4254,
150,19上海银行二级,99.86,4.1981,-15.93,4.1989,
151,20民生银行CD162,98.21,2.4001,-40.0,2.4001,
152,20昆仑银行CD153,98.63,2.2000,,2.2000,
153,20招商银行CD110,98.68,1.8794,-42.09,1.8476,
154,20中国银行CD055,98.68,2.0503,9.99,2.1250,
155,20青岛农商行CD165,97.46,3.5199,1.0,3.5199,
156,20农发清发01,99.51,2.6800,-8.0,2.7097,
157,18附息国债02,100.11,1.3494,-15.14,1.3887,
158,20光大银行永续债,100.40,4.4988,-8.12,4.5096,
159,20中信银行CD159,98.68,1.8305,-2.99,1.8280,
160,17华融二级资本债01,101.51,4.6695,-3.25,4.6695,
161,16附息国债15,100.15,2.3200,-14.0,2.3076,
162,19农发07,100.47,2.7900,-3.0,2.8056,
163,19附息国债03,100.16,2.5400,1.0,2.4795,
164,20贴现国债63,99.50,1.9500,-15.99,1.9712,
165,21中航租赁SCP001,100.00,2.9998,,2.9998,
166,18农发09,100.73,2.3201,-9.0,2.3473,
167,20抗疫国债02,97.45,3.1525,-2.75,3.1700,
168,20平安银行CD073,97.69,2.1602,,2.1617,
