,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.47,3.5180,-1.2,3.5278,
1,20附息国债16,101.15,3.1325,-2.25,3.1506,
2,20附息国债13,100.51,2.9010,-3.4,2.9249,
3,20国开12,100.48,3.2200,-2.5,3.2420,
4,20附息国债14,100.35,2.7450,-2.65,2.7617,
5,19附息国债03,100.18,2.5200,-1.5,2.5448,
6,20附息国债11,100.01,2.6300,-2.0,2.6592,
7,20农发清发03,100.49,2.9300,-6.41,2.9448,
8,20附息国债17,100.97,3.1200,-2.75,3.1410,
9,20附息国债18,100.56,2.6200,-7.0,2.6449,
10,20附息国债12,101.60,3.7200,-0.28,3.7313,
11,20附息国债06,95.81,3.2028,-0.72,3.1963,
12,20农发10,101.30,3.6275,-0.75,3.6206,
13,20国开10,95.84,3.6175,-1.25,3.6231,
14,20农发清发01,99.41,2.7800,1.0,2.8013,
15,20国开03,100.11,3.2000,-3.75,3.2342,
16,20附息国债05,96.13,2.9800,1.0,2.9700,
17,20中国银行CD094,99.26,2.3502,-10.06,2.3677,
18,15国开18,101.89,3.2900,-2.5,3.3325,
19,19国开08,100.82,3.1600,-4.0,3.1951,
20,19国开02,100.47,2.5375,-4.25,2.5582,
21,20光大银行CD178,97.27,2.7000,-4.99,2.6998,
22,20国开16,100.16,2.4270,-4.3,2.4703,
23,19国开14,100.21,2.8400,-8.0,2.9102,
24,21龙源电力SCP001,99.95,2.6999,20.01,2.6970,
25,20附息国债15,100.45,2.3250,-7.5,2.3729,
26,19农发07,100.40,2.8300,-5.0,2.8575,
27,20国开07,100.01,2.9900,-2.5,3.0058,
28,18国开11,101.75,3.0350,-3.0,3.0689,
29,19附息国债09,100.21,2.2499,1.37,2.2376,
30,20农发05,96.07,3.2550,-0.75,3.2771,
31,17附息国债14,101.43,2.4604,-4.24,2.4626,
32,17附息国债07,100.61,2.6100,-2.0,2.6100,
33,20国开02,97.70,2.9475,-4.25,2.9846,
34,21贴现国债03,99.50,2.0301,23.47,2.0157,
