,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.51,3.5135,-2.85,3.5360,
1,20国开12,100.42,3.2350,0.7,3.2496,
2,20附息国债16,101.09,3.1400,-0.1,3.1571,
3,20附息国债11,100.08,2.5850,-3.0,2.6090,
4,16农发18,101.61,3.2400,-6.0,3.2793,
5,20附息国债15,100.59,2.1751,-4.74,2.2017,
6,20附息国债13,100.32,2.9449,-0.21,2.9364,
7,21兴业银行CD014,97.25,2.8300,,2.8048,
8,18进出10,109.10,3.4400,-3.0,3.4327,
9,20附息国债14,100.34,2.7500,-1.25,2.7639,
10,20农发10,101.20,3.6400,0.02,3.6274,
11,20附息国债17,100.80,3.1475,-2.75,3.1626,
12,16附息国债07,100.15,1.9502,7.02,1.9222,
13,20附息国债18,100.62,2.5900,-2.0,2.6005,
14,21招商银行CD004,97.28,2.7997,,2.8019,
15,20国开10,95.80,3.6225,-1.54,3.6366,
16,20农发清发01,99.53,2.6600,-1.26,2.6705,
17,20附息国债12,101.24,3.7400,-0.25,3.7505,
18,20附息国债06,95.82,3.2000,-2.0,3.2022,
19,20交通银行02,100.42,3.3400,0.5,3.3636,
20,21国开02,99.97,2.9900,,3.0172,
21,20国开07,100.12,2.9475,-1.5,2.9587,
22,20农发09,100.25,2.3400,-2.0,2.3615,
23,21民生银行CD002,97.28,2.7997,,2.8066,
24,21上海银行CD003,98.51,3.0570,35.76,3.0337,
25,19国开03,100.72,3.0500,1.0,3.0681,
26,20进出13,100.81,3.0100,-1.0,3.0095,
27,20国开20,100.03,3.8964,-0.74,3.8859,
28,19国开10,100.18,3.6225,-1.75,3.6363,
29,20国开16,100.24,2.3300,-2.52,2.3451,
30,20附息国债05,96.15,2.9700,-2.0,3.0227,
31,16进出09,99.75,3.2012,-1.68,2.9263,
32,20进出09,100.09,2.3301,-1.98,2.3229,
33,20农发07,100.13,3.0000,-0.5,2.9976,
34,20附息国债09,99.08,2.7475,-3.24,2.7842,
35,20进出15,100.67,3.2750,-0.5,3.2496,
36,19附息国债03,100.34,2.3800,-7.5,2.3984,
37,19国开05,99.06,3.6175,-0.5,3.6186,
38,17农发09,101.76,2.6920,1.2,2.6920,
39,21广发银行CD008,98.79,2.4634,,2.4634,
40,21建设银行CD004,97.29,2.7898,,2.7912,
41,20进出11,100.81,3.6395,-2.55,3.6240,
42,19国开02,100.53,2.4900,0.15,2.4958,
43,19农发07,100.50,2.7700,0.79,2.7646,
44,20国开03,100.01,3.2275,0.25,3.2268,
45,21浦发银行CD003,97.25,2.8300,1.0,2.9999,
46,17光大银行二级02,101.67,4.3999,,4.3999,
47,20农发清发03,100.69,2.8100,3.33,2.7910,
48,20农发06,99.91,2.2800,1.0,2.2969,
49,16国开10,99.33,3.3200,2.0,3.3200,
50,20进出03,98.31,2.9600,-1.19,2.9845,
51,20中国银行CD107,97.24,2.7800,1.0,2.7787,
52,21国开04,99.74,3.4423,,3.4261,
53,20农业银行CD178,98.75,2.5100,-65.99,2.9321,
54,18国开04,103.63,2.9400,-0.91,2.9533,
55,19国开14,100.28,2.8000,-1.0,2.8115,
56,20国开08,98.50,3.2550,-1.4,3.2658,
57,20附息国债08,98.39,3.1300,-2.0,3.1378,
58,21国药控股SCP001,100.00,2.4498,,2.4498,
59,20附息国债03,99.00,2.7250,-0.5,2.7191,
60,20汉江国资SCP006,99.84,3.1100,,3.1079,
61,20农业银行CD177,98.75,2.5000,-29.94,2.5050,
62,20银河证券CP014,100.06,2.2703,17.07,2.2703,
63,17进出09,101.95,2.7477,-0.23,2.7477,
64,16国开06,100.11,1.8600,0.96,1.8565,
65,20电网SCP032,99.81,2.5500,,2.5488,
66,20兴业银行CD159,98.05,2.4999,2.99,2.4977,
67,21杭州银行CD001,97.23,2.8495,,2.8497,
68,19国开15,98.65,3.6325,-2.0,3.6430,
69,17国开06,101.64,2.6700,-2.24,2.6820,
70,20附息国债10,100.04,2.0401,-4.0,2.0681,
71,19附息国债04,101.25,2.7800,-2.0,2.7876,
72,19农发06,100.70,3.6400,-0.5,3.6396,
73,19国开07,100.64,2.6800,-0.23,2.6782,
74,20农发02,98.35,2.9800,-0.5,2.9854,
75,16农发05,100.18,3.2900,1.0,3.2900,
76,20华夏银行,100.52,3.3500,2.0,3.4401,
77,21兴业银行CD009,97.26,2.8200,1.0,2.9738,
78,20农业银行CD020,97.71,2.1500,2.99,2.1544,
79,19国开08,100.89,3.1400,0.25,3.1546,
80,18建元21A3_bc,80.98,,,,
81,19进出05,100.53,3.0950,-2.5,3.1108,
82,20进出12,100.28,2.7600,-1.7,2.7716,
83,20贴现国债50,99.38,1.3487,-5.31,1.3452,
84,18附息国债21,100.72,2.1701,-6.0,2.1887,
85,21东北证券CP001,100.00,2.6298,,2.6298,
86,20贴现国债55,99.38,2.0198,1.95,2.0374,
87,09附息国债11,102.80,2.8220,1.86,2.8217,
88,19杭州银行二级,99.98,4.6000,1.0,4.6009,
89,20龙源电力SCP018,99.99,2.0611,6.02,2.0446,
90,21川铁投MTN001,100.00,4.2799,,4.2799,
91,18国开10,103.28,3.5300,-1.0,3.5300,
92,19进出09,100.48,2.3800,-0.5,2.3939,
93,19农发03,100.59,2.6925,-0.25,2.6951,
94,20杭州银行CD007,97.15,1.4505,25.63,1.4679,
95,20浦发银行CD388,97.96,2.5499,4.99,2.5499,
96,20中信银行CD245,99.28,1.3827,8.51,1.3775,
97,17国开15,104.48,3.4675,0.75,3.4646,
98,20中航集SCP001,99.80,2.7212,,2.7278,
99,18国开08,100.53,2.1432,3.0,2.1354,
100,21南京奥体CP001,100.00,3.6996,,3.6996,
101,20中国银行CD096,99.31,1.8005,-4.99,1.8148,
102,20国开02,97.71,2.9300,1.0,2.9554,
103,20平安银行CD319,97.24,2.7900,-1.0,2.7954,
104,17杭州银行二级,101.07,4.6038,1.84,4.6038,
105,18建元20A2_bc,101.19,,,,
106,20国开01,100.00,1.6194,21.44,1.5514,
107,18湖北债11,101.03,2.2287,-2.12,2.2259,
108,20农发08,100.76,3.2700,-1.0,3.2686,
109,19中电信MTN002,100.49,2.9756,-0.44,2.9980,
110,19附息国债14,100.37,2.2300,-2.0,2.2387,
111,17农发03,101.25,2.4000,1.0,2.3964,
112,18国开05,108.92,3.4375,-0.48,3.4361,
113,20浦发银行CD531,97.16,2.9172,12.72,2.8993,
114,16华夏银行02,100.13,2.2801,1.0,2.2600,
115,20交通银行CD273,97.24,2.7935,0.35,2.7814,
116,20民生银行CD083,97.49,2.1502,0.03,2.1502,
117,21中化股SCP001,100.01,2.2792,7.96,2.2498,
