,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20贴现国债63,99.38,2.4835,,2.4611,
1,20国开15,101.40,3.5275,-3.6,3.5707,
2,20附息国债16,101.22,3.1250,-2.8,3.1573,
3,20国开10,95.86,3.6125,-3.25,3.6410,
4,20附息国债13,100.43,2.9200,-5.5,2.9560,
5,20贴现国债64,98.74,2.5584,,2.5695,
6,20附息国债05,96.19,2.9550,-6.5,3.0159,
7,20国开12,100.67,3.1750,-6.5,3.2335,
8,20国开01,100.00,2.2493,-0.12,2.2423,
9,20附息国债12,101.70,3.7150,-3.0,3.7501,
10,18国开03,100.40,2.3998,0.97,2.3763,
11,20附息国债11,99.83,2.7450,-1.75,2.7486,
12,16国开06,100.07,2.4000,3.38,2.5041,
13,20农发01,100.00,2.4491,-0.11,2.4526,
14,19国开02,100.37,2.6700,-11.0,2.7040,
15,20附息国债06,96.05,3.1700,-2.0,3.1863,
16,19国开10,100.16,3.6250,-2.71,3.6442,
17,20附息国债15,100.30,2.5400,1.0,2.5275,
18,20浦发银行CD529,97.13,2.9500,,2.9793,
19,18国开08,100.47,2.5450,4.5,2.5453,
20,20中邮人寿02,100.00,4.8215,,4.8215,
21,20万华化学SCP009,99.86,3.5000,,3.4998,
22,16农发03,100.01,2.2022,20.31,2.2003,
23,20附息国债18,100.43,2.6975,-3.25,2.7225,
24,19农发09,100.19,3.1800,-5.38,3.2167,
25,18国开11,101.94,2.9700,-9.16,3.0323,
26,20附息国债03,98.73,2.8500,1.0,2.8470,
27,20附息国债14,100.33,2.7550,-8.25,2.8551,
28,18附息国债07,100.28,2.3699,-6.03,2.3965,
29,20农业银行CD136,99.26,2.7306,19.62,2.5824,
30,18国开12,100.75,2.5300,-6.29,2.5704,
31,20国开07,100.15,2.9350,-9.05,2.9820,
32,19国开05,99.14,3.6050,-3.5,3.6197,
33,19农发06,100.56,3.6600,0.5,3.6524,
34,20浦发银行CD217,98.17,2.7498,11.96,2.7331,
35,20国开16,100.10,2.5401,-6.26,2.5664,
36,20国开02,97.63,2.9519,-7.62,2.9839,
37,20农业银行CD142,99.26,2.7999,9.99,2.7799,
38,20国开11,99.52,2.5553,0.52,2.5451,
39,20中石油MTN004,97.01,3.4000,1.0,3.4000,
40,20附息国债17,100.67,3.1700,-0.75,3.1636,
41,19国开03,100.58,3.0986,-3.0,3.1030,
42,20农发清发01,99.32,2.8300,-1.0,2.8171,
43,20中国银行CD048,98.61,2.6771,5.67,2.6771,
44,20农业银行CD082,98.61,2.6771,0.69,2.6771,
45,20进出03,98.18,3.0100,-3.47,3.0329,
46,20国开08,98.70,3.2050,-5.9,3.2592,
47,20浦发银行CD432,99.28,2.7500,17.99,2.7462,
48,20中国银行CD011,97.97,2.8799,1.0,2.8799,
49,20民生银行CD497,99.26,2.7494,6.91,2.7317,
50,20进出清发01,100.02,2.6400,-4.0,2.6419,
51,20国开05,95.68,3.6300,-2.0,3.6379,
52,20贴现国债48,99.42,2.0993,-10.05,2.1254,
53,20附息国债02,99.52,2.6400,-4.0,2.6865,
54,20附息国债04,93.39,3.7650,-2.75,3.7883,
55,20进出15,100.80,3.2450,-5.0,3.2824,
56,20中交建MTN003,100.00,6.3594,,6.3594,
57,16国开10,99.42,3.2992,-2.0,3.2958,
58,20兴业银行CD448,99.27,2.7500,12.95,2.7600,
59,15国开18,101.94,3.2841,-0.59,3.2822,
60,20附息国债08,98.20,3.1625,-1.25,3.1717,
61,20南京银行CD089,97.13,2.9400,,2.9400,
62,20国开03,100.01,3.2264,0.14,3.2122,
63,20附息国债09,98.81,2.8550,-2.5,2.8669,
64,19国开08,100.90,3.1412,-4.88,3.1671,
65,20民生银行CD504,99.26,2.8000,23.0,2.7779,
66,20浦发银行CD421,99.28,2.7191,11.95,2.7430,
67,18农发13,101.25,3.0915,-1.86,3.1179,
68,20平安银行永续债01,97.80,4.4375,-25.82,4.5078,
69,20进出01,99.91,2.3498,-3.04,2.3768,
70,20贴现国债62,99.42,2.3298,-3.65,2.3503,
71,20贴现国债49,98.73,2.5001,2.01,2.4865,
72,20邮储银行永续债,97.45,4.3614,-29.86,4.3614,
73,20农业银行CD178,98.62,2.7995,-0.02,2.7997,
74,20华泰证券CP010,100.04,2.7502,-14.97,2.7230,
75,20海通证券CP008,100.00,2.8992,1.0,2.7910,
76,18进出04,100.49,2.4600,-261.86,2.4711,
77,20华夏银行,100.24,3.4522,-2.6,3.4787,
78,20浙商银行CD128,99.27,2.9999,34.97,2.7673,
79,18国开10,103.26,3.5350,-2.44,3.5442,
80,16国开13,98.32,3.3800,-3.0,3.3989,
81,19附息国债03,100.03,2.6600,-1.0,2.6703,
82,20浦发银行CD528,97.10,2.9900,1.02,2.9806,
83,20农发04,94.59,3.6550,-0.25,3.6546,
84,20浦发银行CD160,97.98,2.7998,1.0,2.7989,
85,20兴业银行CD424,99.29,2.6494,-10.06,2.7251,
86,19三峡GN003,100.17,3.3044,-21.56,3.3044,
87,20浦发银行CD039,97.24,2.8003,5.0,2.7823,
88,20贴现国债58,99.38,2.2901,-2.98,2.3000,
89,19农发清发01,100.17,2.6799,1.0,2.6821,
90,20农发06,99.74,2.6001,-0.39,2.5909,
91,19进出03,100.25,2.7300,-7.73,2.7542,
92,20光大银行CD322,97.11,2.9700,-4.88,2.9840,
93,20中信银行CD338,97.11,2.9798,,2.9799,
94,20华夏银行CD388,99.27,2.7497,-128.77,2.7497,
95,20附息国债01,100.00,2.2017,-4.91,2.1958,
96,20华电江苏SCP022,99.61,3.2442,-0.58,3.2453,
97,19大唐发电PPN001,101.18,7.1265,-0.83,7.1265,
98,19附息国债15,99.54,3.1900,-3.5,3.2112,
99,20浦发银行CD464,99.26,2.7494,8.61,2.7494,
100,20鲁信MTN001,100.43,3.6107,,3.6107,
101,20兴业银行CD245,98.14,2.6999,1.0,2.6999,
102,20江苏银行CD138,97.08,3.0091,5.92,3.0091,
103,15广东债29,100.30,3.2600,-1.0,3.2794,
104,17国开06,101.53,2.7926,-2.74,2.7916,
105,17工商银行二级02,101.20,4.2438,0.49,4.2427,
106,20进出12,100.09,2.8880,-1.2,2.8811,
107,20浦发银行CD020,97.14,2.7493,-0.07,2.7751,
108,20光大银行CD327,97.11,2.9798,,2.9799,
109,20兴业银行CD472,99.27,2.7700,14.99,2.7562,
110,19国开15,98.52,3.6500,-0.2,3.6489,
111,16农发13,100.10,2.5525,-4.76,2.5633,
112,16农发08,100.27,3.3100,1.0,3.3093,
113,19国开07,100.09,3.1000,29.77,3.0189,
114,20国开06,99.57,2.5701,1.01,2.5816,
115,20兴业银行CD524,99.28,2.9237,2.37,2.9237,
116,18中信国安MTN001,100.00,,,,
117,20农业银行CD156,99.28,2.6201,-2.39,2.6526,
118,20平安银行CD299,99.27,2.7000,-2.03,2.7250,
119,20浦发银行CD138,98.53,2.9012,24.19,2.8692,
120,20江苏银行CD224,97.06,3.0000,-7.67,3.0484,
121,20华夏银行CD142,97.92,2.8099,0.98,2.8099,
122,20中国银行CD097,97.84,2.8700,1.0,2.8700,
123,19进出05,100.46,3.1200,-5.0,3.1459,
124,16国开03,100.01,2.4056,20.65,2.2520,
125,20附息国债10,99.90,2.3201,-15.63,2.4414,
126,16农发16,100.21,2.5280,-0.57,2.5273,
127,19农发04,101.24,3.1000,-7.0,3.1457,
128,17国开10,103.16,3.4693,0.39,3.4687,
129,20进出08,99.90,2.4502,-12.69,2.5723,
130,19农发07,100.32,2.8980,-1.4,2.9002,
131,20浙商银行CD117,99.31,2.7700,-3.01,2.7700,
132,19江铜MTN003,100.26,3.4389,-28.68,3.4389,
133,20广发银行CD235,98.59,2.8200,1.0,2.8113,
134,14国开03,100.14,2.1999,-9.91,2.2792,
135,20兴业银行CD301,97.18,2.8900,-0.99,2.8971,
136,19国开09,100.49,3.4000,-0.5,3.4014,
137,18招商银行二级01,101.44,4.4275,-1.07,4.4275,
138,20兴业银行CD542,97.13,2.9498,,2.9498,
139,20贴现国债43,98.77,2.3000,-2.0,2.3014,
140,20浦发银行CD030,97.19,2.7498,1.0,2.7638,
141,20十堰国投MTN002,100.00,4.8699,,4.8699,
142,20国网租赁SCP011,99.88,3.7001,-2.98,3.7001,
143,18国开06,105.62,3.2900,0.55,3.2668,
144,18附息国债21,100.50,2.5001,-2.99,2.5311,
145,20北京银行CD161,97.06,3.0000,-24.97,3.0484,
146,20农发10,101.09,3.6545,-0.58,3.6573,
147,20西咸集团债02,98.68,4.9448,,4.9448,
148,16进出03,100.09,3.3090,0.4,3.3085,
149,16国开07,100.51,2.9900,-6.81,2.9930,
150,20中国银行CD086,99.28,2.6205,1.0,2.7063,
151,20华融湘江银行CD163,97.32,3.6947,9.05,3.6947,
152,20交通银行CD046,98.10,2.7799,-2.0,2.7981,
153,20兴业银行CD138,97.99,2.7999,3.0,2.7999,
154,20中信银行CD080,97.85,2.8200,-68.9,2.8200,
155,20建邺高科MTN002,100.00,7.9571,,7.9571,
156,19西咸集团债02,100.08,4.4515,,4.4515,
157,20民生银行CD152,97.63,3.4001,60.02,3.4001,
158,16农发11,100.13,2.3699,7.01,2.3699,
159,20中金集MTN002,97.88,5.8182,-2.21,5.8182,
160,19建发集MTN003,100.36,6.8735,1.81,6.8735,
161,20长电CP002,99.95,3.0222,-2.79,3.0222,
162,20兴业银行CD050,97.23,2.7201,6.99,2.7732,
163,20平顶山银行永续债,99.97,4.8053,-182.39,4.8018,
164,20广州银行CD060,96.97,3.0700,,3.0700,
165,20民生银行CD164,98.79,2.7010,17.01,2.7010,
166,12附息国债20,111.82,3.7850,,3.7850,
167,20平安银行CD082,98.53,2.7997,-35.02,2.6129,
168,19附息国债13,99.99,2.9400,-2.5,2.9437,
169,18农发08,102.90,3.0917,1.34,3.1067,
170,20贴现国债50,99.38,2.1907,-0.96,2.1571,
171,20进出09,100.08,2.3701,-23.0,2.5692,
172,20廊坊银行永续债01,100.03,4.7899,-1.41,4.7992,
173,20沪电力SCP022,99.98,2.6095,1.0,2.6095,
174,20国开04,100.11,3.4100,-11.09,3.4293,
175,20北京债07,96.06,3.5900,2.0,3.5876,
