,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.45,3.5212,-5.13,3.5598,
1,20附息国债16,101.08,3.1410,-3.7,3.1616,
2,20附息国债11,99.88,2.7100,-6.0,2.7517,
3,20国开10,95.82,3.6185,-3.55,3.6463,
4,20国开12,100.36,3.2500,-1.5,3.2518,
5,20附息国债13,100.37,2.9340,-4.75,2.9692,
6,20附息国债15,100.34,2.4751,0.51,2.4729,
7,20国开07,99.99,3.0000,-2.0,3.0127,
8,20附息国债06,96.03,3.1725,-4.26,3.2101,
9,20国开02,97.65,2.9550,-3.69,2.9776,
10,20附息国债14,100.16,2.8200,-4.0,2.8552,
11,20附息国债12,101.15,3.7450,2.43,3.7472,
12,19附息国债04,100.88,2.9000,0.5,2.8828,
13,20国开03,99.91,3.2550,1.5,3.2376,
14,20国开01,100.01,1.7004,-19.87,1.7617,
15,19国开03,100.54,3.1100,-1.25,3.1979,
16,20国开11,99.61,2.3600,-0.55,2.3597,
17,20国开08,98.48,3.2600,1.0,3.2701,
18,20附息国债17,100.70,3.1650,-4.75,3.1973,
19,20附息国债18,100.34,2.7450,-1.5,2.7331,
20,20贴现国债63,99.47,2.0999,-5.02,2.2358,
21,20附息国债02,99.52,2.6400,-1.0,2.6562,
22,20附息国债04,92.97,3.7900,-1.0,3.7886,
23,19国开02,100.45,2.5801,-0.99,2.5964,
24,20附息国债10,99.88,2.3661,-1.39,2.3724,
25,20国开05,95.74,3.6225,3.87,3.6462,
26,19国开08,100.77,3.1788,5.0,3.1814,
27,19国开05,98.98,3.6294,-1.06,3.6276,
28,16附息国债21,99.92,2.4800,-2.0,2.5264,
29,19国开10,99.98,3.6506,0.06,3.6471,
30,20贴现国债64,98.84,2.3400,-7.51,2.3776,
31,20附息国债05,96.07,2.9850,-3.1,3.0009,
32,20农发清发01,99.37,2.8000,1.0,2.8582,
33,20附息国债09,98.82,2.8550,-3.25,2.8910,
34,16国开06,100.09,2.1501,-9.98,2.1330,
35,17附息国债21,102.27,2.4100,-1.88,2.4285,
36,20农发02,98.29,3.0000,-2.0,3.0186,
37,20交通银行CD038,97.73,2.1499,-4.98,2.1499,
38,16附息国债17,98.50,3.0346,15.36,3.0977,
39,20附息国债08,98.22,3.1600,-4.55,3.1898,
40,20农发06,99.82,2.4499,-0.02,2.4676,
41,15国开16,101.59,2.8384,-1.36,2.8384,
42,20农发01,100.00,2.2978,-10.17,2.2989,
43,20浦发银行CD515,97.16,2.8900,1.0,2.8931,
44,20兴业银行CD437,99.31,1.8493,-90.05,1.8285,
45,20云南23,96.04,3.9798,,3.9794,
46,18国开04,103.57,2.9900,-3.0,2.9945,
47,20浦发银行CD529,97.20,2.8750,-10.36,2.8987,
48,20进出08,99.92,2.4001,-4.98,2.4348,
49,20兴业银行CD448,99.33,1.6494,-16.04,1.7326,
50,20进出09,100.05,2.4063,-7.0,2.4326,
51,20贴现国债55,99.38,2.2001,-5.01,2.1742,
52,20中石化MTN002,98.57,3.3686,-11.16,3.3686,
53,20贴现国债61,99.45,2.0892,-19.05,2.0999,
54,19进出05,100.46,3.1200,0.14,3.1459,
55,20兴业银行CD453,99.32,1.8000,-38.03,1.7565,
56,20邮政SCP009,99.99,2.0005,0.12,2.0005,
57,20浦发银行CD432,99.32,1.6992,-14.96,1.6993,
58,20进出03,98.21,3.0000,-3.19,3.0064,
59,20农发04,94.49,3.6700,2.99,3.6722,
60,18国开10,103.22,3.5406,-0.94,3.5420,
61,19附息国债06,100.36,3.2400,0.95,3.2321,
62,20农发10,101.17,3.6450,-0.25,3.6685,
63,19国开14,100.20,2.8525,-3.98,2.8875,
64,18附息国债23,101.22,2.8225,0.25,2.9203,
65,20交通银行CD214,99.32,1.8004,-2.97,1.7435,
66,20中信银行CD335,97.21,2.8600,-3.0,2.9551,
67,20贴现国债49,98.80,2.2001,-30.0,2.5280,
68,20浦发银行CD478,97.08,4.2340,148.41,3.3623,
69,20民生银行CD570,97.18,2.8900,-12.7,2.8900,
70,16附息国债15,100.08,2.4600,1.0,2.4600,
71,20农业银行CD093,98.70,1.9504,-35.0,1.9456,
72,20海通证券CP008,100.01,2.1993,-60.19,2.2578,
73,20中国银行CD083,99.33,1.6905,-16.01,1.7087,
74,17华夏银行二级01,101.43,4.5334,-0.43,4.5333,
75,20抗疫国债04,96.85,3.2475,0.8,3.2475,
76,20国开16,100.17,2.4400,-1.01,2.4509,
77,18附息国债16,101.09,2.8400,6.0,2.8543,
78,19附息国债03,100.07,2.6200,-0.5,2.6768,
79,20兴业银行CD041,97.18,1.8509,-35.0,1.7254,
80,20附息国债03,98.73,2.8500,2.0,2.8587,
81,20盐城资产PPN001,100.00,4.7699,,4.7699,
82,18国开05,108.92,3.4400,1.0,3.4501,
83,20兴业银行CD533,97.21,2.8600,-2.0,2.8820,
84,20抗疫国债03,96.19,3.2400,-1.0,3.2446,
85,20农业银行CD077,97.29,2.7400,-5.99,2.7400,
86,20中信银行CD233,98.70,2.2498,-5.02,2.2498,
87,20交通银行CD186,98.68,2.2301,-49.08,2.2301,
88,20民生银行CD100,97.61,2.2298,-50.35,2.2298,
89,20兴业银行CD432,99.31,1.7503,-5.02,1.7252,
90,20浦发银行CD421,99.30,1.6997,-101.94,1.6997,
91,20农发08,100.61,3.3050,-0.25,3.3056,
92,20农发07,100.01,3.0500,-5.0,3.0656,
93,20汉江国资MTN006,100.00,3.9799,,3.9799,
94,20贴现国债48,99.42,1.6986,-9.87,1.7352,
95,20农业银行CD142,99.33,1.8995,1.0,1.8995,
96,20民生银行CD573,97.19,2.8800,-13.73,2.9237,
97,20浦发银行CD221,98.28,2.1999,-210.62,2.6083,
98,20浦发银行CD528,97.19,2.8900,2.0,2.8882,
99,20民生银行CD486,99.33,1.6992,-88.08,1.7111,
100,20华夏银行CD388,99.33,1.6992,-48.16,1.6992,
101,20农发03,99.61,2.4499,-13.35,2.4271,
102,19农发08,101.28,3.3700,-2.0,3.3638,
103,19江苏08,100.64,2.6800,-1.0,2.6813,
104,20贴现国债57,98.76,2.3445,-0.55,2.3615,
105,16江苏债30,100.04,2.4799,,2.4799,
106,20民生银行CD574,98.42,3.2299,41.11,2.8740,
107,20平安银行CD319,97.18,2.8700,-1.0,2.8720,
108,20南京银行CD082,96.83,3.5400,1.0,3.5400,
109,20浦发银行CD341,98.65,2.1998,-5.01,2.1998,
110,20广发银行CD215,99.35,1.8997,-85.06,1.9149,
111,19附息国债13,100.10,2.9100,1.0,2.9383,
112,19附息国债15,99.40,3.2075,0.8,3.2122,
113,20交通银行CD007,97.21,1.6513,-105.93,1.6330,
114,18黑龙江10,103.50,3.2500,,3.2400,
115,20华夏银行,100.35,3.4118,0.36,3.4154,
116,20云南债24,97.66,3.3250,-2.5,3.3212,
117,20国开06,99.64,2.4000,-3.01,2.4282,
118,18浙商银行二级01,100.00,4.7955,25.72,4.7955,
119,20华能SCP009,99.97,1.9994,-30.0,2.1133,
120,20中信银行CD318,97.16,2.8900,1.0,2.8844,
121,18衡阳城投PPN001,100.20,6.2673,,6.2673,
122,20浦发银行CD531,97.19,2.8900,-3.0,2.8910,
123,20浙商银行CD129,97.04,3.0469,1.0,3.0469,
124,20农业银行CD126,97.66,3.1999,1.0,3.2766,
125,18附息国债02,100.10,1.6703,-13.0,1.7882,
126,17宁波银行二级,101.37,4.5636,3.38,4.5636,
127,16中核MTN001,100.26,2.7079,-8.42,2.7008,
128,20上海银行CD295,99.78,1.0993,-185.08,1.0993,
129,20贴现国债53,99.41,1.7997,-10.03,1.7766,
130,21常城建SCP001,100.00,2.8998,,2.8998,
131,20浦发银行CD039,97.33,1.8996,-0.05,1.8968,
132,20进出14,100.13,2.5500,-11.96,2.5500,
133,17国开06,101.60,2.7200,-5.62,2.9624,
134,20贴现国债43,98.80,2.1084,-1.19,2.1004,
135,20平安银行CD333,97.09,2.9970,-0.03,2.9849,
136,20中国银行CD057,98.70,1.9498,5.0,1.9500,
137,20光大银行CD301,97.14,2.8900,-39.0,2.8900,
138,20华夏银行CD497,98.62,2.8101,-0.87,2.6525,
139,20民生银行CD281,98.27,2.2500,-43.0,2.2500,
140,20建设银行CD072,98.69,1.8095,-5.22,1.8197,
141,20附息国债01,100.00,2.2248,2.38,2.2115,
142,19农发09,100.15,3.1925,3.17,3.1937,
143,19进出10,101.46,3.6525,-10.61,3.6871,
144,19国开15,98.45,3.6600,1.0,3.6476,
145,20进出13,100.69,3.0600,-0.12,3.0702,
146,20中国银行CD086,99.33,1.7702,-2.93,1.8127,
147,18附息国债27,100.27,3.2100,0.5,3.2059,
148,20广发银行CD210,98.66,2.4501,-32.98,2.4542,
149,19国开07,100.52,2.7793,-1.29,2.7871,
150,18国开11,101.79,3.0301,5.17,3.0551,
151,20海尔智家SCP002,99.81,3.0702,-41.98,3.0702,
152,19附息国债02,100.03,2.1422,-3.75,2.1605,
153,19安徽02,100.36,3.1787,-0.13,3.1670,
154,20浦发银行CD444,99.31,1.7503,-9.99,1.7322,
155,20东莞农村商业银行CD003,97.12,1.8485,,1.8437,
156,20浦发银行CD122,97.68,2.3001,9.99,2.2494,
157,20南京地铁SCP012,99.92,3.1000,0.01,3.0946,
158,20中石油MTN003,97.54,3.6300,1.0,3.6291,
159,16附息国债25,99.70,2.9000,1.0,2.9338,
160,20华夏银行CD484,97.50,2.5300,1.0,2.5577,
161,19附息国债09,100.10,2.5000,0.99,2.4605,
162,20中信银行CD324,97.17,2.8900,1.0,2.8892,
163,20浦发银行CD464,99.32,1.7208,-9.9,1.7827,
164,20进出07,98.41,3.5521,7.21,3.5481,
165,20贴现国债38,98.84,2.2100,-4.04,2.2178,
166,20贴现国债59,99.42,2.1002,1.0,2.1002,
167,17安徽债05,101.95,2.7700,2.0,2.7635,
168,18附息国债19,103.29,3.0525,0.25,3.0564,
169,20兴业银行CD472,99.35,1.8997,-5.0,1.9261,
170,20平安银行CD284,99.32,1.9196,7.0,1.9115,
171,18附息国债21,100.51,2.4700,1.0,2.4634,
172,19国开绿债01清发,100.23,2.9700,-10.0,2.9607,
173,20中国航油SCP002,99.85,2.6199,1.0,2.6199,
174,20华夏银行CD177,98.28,2.1999,-75.0,2.1999,
175,20农业银行CD136,99.32,1.7954,-0.46,1.7657,
176,18吉林10,101.92,3.0500,-19.0,3.0600,
177,20江苏银行CD154,97.15,2.8300,0.13,2.8300,
178,20交通银行CD273,97.17,2.8800,1.0,2.8733,
179,17光大银行二级01,101.10,4.3902,-0.62,4.3903,
180,13铁道01,103.87,3.3500,-25.0,3.3300,
181,20浦发银行CD138,98.56,0.7538,-94.93,1.5448,
182,20华夏银行CD374,99.32,1.8610,-80.84,1.8610,
183,20光大银行CD328,99.43,2.3000,-0.02,2.3000,
184,20民生银行CD358,98.68,2.0704,-72.96,2.0704,
185,20东航股SCP032,99.98,2.1994,9.97,2.1994,
186,20长兴农商银行CD036,99.27,2.9644,,2.9644,
187,20南京银行CD095,98.66,1.8993,-87.05,1.8993,
188,20交通银行CD011,97.19,1.6008,-19.88,1.6504,
189,16国开19,100.52,3.5512,0.37,3.5512,
190,19附息国债16,100.04,3.1125,3.25,3.0885,
191,19农发清发01,100.25,2.4800,-73.92,2.5336,
192,20农发05,95.97,3.2690,0.9,3.2649,
193,06国开11,100.63,2.4450,-13.5,2.4400,
194,20建设银行CD052,98.72,1.5998,-100.07,1.5998,
195,20江宁经开MTN002,98.64,7.0644,,7.0644,
196,19国开09,100.56,3.3850,-0.5,3.3939,
197,20山西债44,100.00,3.4499,,3.4650,
198,18国开08,100.51,2.3437,-0.95,2.3852,
199,20安吉农商银行CD028,99.25,3.0665,-0.02,3.0665,
200,20平安银行CD328,97.17,2.9000,3.0,2.8836,
201,16进出03,99.52,3.4313,10.15,3.3659,
202,18进出10,109.83,3.3338,-28.33,3.4691,
203,20进出12,100.16,2.8401,-0.99,2.8592,
204,18农发09,100.70,2.4101,-3.99,2.4120,
205,18农发06,107.05,3.5400,-0.5,3.5330,
206,19农业银行永续债01,100.31,4.2885,-4.38,4.3182,
207,20江苏银行CD007,97.21,1.9999,-69.98,1.9255,
208,20贴现国债54,98.78,2.3341,-1.01,2.3566,
209,20进出02,99.10,2.7900,-1.25,2.7981,
210,16农发16,100.24,2.3700,-1.01,2.3738,
211,20建设银行CD138,98.39,3.4001,95.02,2.8225,
212,16农发11,100.17,2.1001,-14.98,2.2980,
213,17国开15,104.47,3.4700,1.0,3.4739,
214,18国开12,100.78,2.4571,-1.29,2.5056,
215,20津城建SCP009,98.70,7.0001,,6.8976,
216,20抗疫国债01,97.53,3.0100,-2.0,3.0120,
217,20廊坊银行CD372,96.49,3.6181,-0.19,3.6181,
218,20农业银行CD008,97.66,2.1499,-0.01,2.1899,
219,20平安银行CD317,97.17,2.8800,-82.66,2.8800,
220,20浦发银行CD030,97.25,1.9503,0.02,1.9153,
221,20建设银行CD186,97.11,2.9771,-0.03,2.9108,
222,20临海农商银行CD009,99.79,2.5001,-0.01,2.5001,
223,20光大银行CD283,97.51,3.4501,51.92,3.4501,
224,20华夏银行CD473,97.15,2.9000,2.0,2.9000,
225,20中国银行CD055,98.70,1.9504,7.07,1.9504,
226,20中信银行CD169,98.68,1.8996,4.0,1.8917,
227,20渤海银行CD165,98.73,1.7500,,1.7476,
228,20浦发银行CD456,99.32,1.8497,-33.1,1.8098,
229,20光大银行CD322,97.18,2.8900,1.0,2.8900,
230,20交通银行CD277,97.18,2.8801,0.01,2.8801,
231,16国开10,99.37,3.3100,3.0,3.3543,
232,19交通银行01,100.18,3.2472,-3.78,3.2861,
233,20桂林银行CD006,96.97,2.3500,-29.79,2.4730,
234,17附息国债06,100.86,2.9100,2.0,2.9050,
235,17进出03,103.42,3.4857,-0.84,3.4971,
236,20进出10,96.88,3.6334,0.84,3.6436,
237,15农发12,101.70,2.8477,-0.46,2.8403,
238,19福建04,100.41,3.1500,-3.5,3.1612,
239,20华夏银行CD398,99.32,1.8107,1.07,1.7964,
240,20浦发银行CD072,97.41,2.2000,-42.99,2.2000,
241,20交通银行CD167,97.19,2.8500,-4.0,2.8200,
242,17山东债01,100.70,2.6900,,2.6900,
243,11附息国债23,110.06,3.8400,1.0,3.8400,
244,20浦发银行CD521,97.20,2.8700,-3.01,2.8836,
245,20上海银行CD291,99.76,0.8019,-172.81,1.2876,
246,19进出08,100.62,2.8700,2.08,2.8846,
247,18农发08,103.00,3.0400,3.17,3.0314,
248,20浦发银行永续债,100.51,4.6288,-8.12,4.6485,
249,19进出09,100.33,2.5500,0.01,2.5503,
250,20兴业银行小微债05,100.11,3.4000,1.0,3.3979,
