,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.27,3.5420,0.46,3.5454,
1,20附息国债14,100.31,2.7625,1.25,2.7918,
2,20附息国债17,100.64,3.1750,3.5,3.1639,
3,20附息国债11,100.03,2.6150,-1.0,2.6326,
4,20附息国债16,101.08,3.1410,-0.9,3.1588,
5,20附息国债15,100.55,2.2225,-5.75,2.2581,
6,20附息国债13,100.31,2.9470,2.64,2.9376,
7,20国开12,100.45,3.2280,-0.7,3.2412,
8,20附息国债18,100.59,2.6100,1.0,2.6125,
9,20国开10,95.68,3.6375,0.75,3.6327,
10,20附息国债09,99.00,2.7800,2.0,2.7933,
11,20附息国债06,95.67,3.2200,2.5,3.2128,
12,20国开03,100.02,3.2250,2.5,3.2180,
13,20附息国债12,101.20,3.7425,0.25,3.7412,
14,21兴业银行CD012,97.21,2.8650,,2.8652,
15,20国开16,100.22,2.3629,-0.71,2.3747,
16,20附息国债10,100.02,2.0801,-15.98,2.2086,
17,20国开07,100.08,2.9625,2.59,2.9592,
18,21民生银行CD001,97.21,2.8650,,2.8782,
19,21建设银行CD003,97.22,2.8549,,2.8549,
20,20附息国债05,96.07,2.9900,2.0,2.9793,
21,21浦发银行CD003,97.26,2.8200,-43.0,3.0502,
22,20农发10,101.21,3.6400,1.0,3.6857,
23,20国开08,98.45,3.2690,2.97,3.2565,
24,20附息国债03,98.99,2.7300,-1.0,2.7324,
25,20贴现国债63,99.53,1.8201,-12.99,1.8442,
26,20农发清发01,99.52,2.6726,-5.74,2.6564,
27,19国开08,100.90,3.1375,0.87,3.1519,
28,20附息国债02,99.72,2.4600,-0.75,2.4640,
29,20国开06,99.69,2.2600,1.99,2.2600,
30,20国开11,99.70,2.1501,-4.43,2.1695,
31,21财通证券CP001,100.00,2.4995,,2.4995,
32,21上海银行CD003,98.68,2.6994,,2.9515,
33,20山东债25,95.21,3.5355,-0.09,3.5355,
34,21平安银行CD005,97.21,2.8650,,2.8650,
35,20民生银行CD183,98.14,2.4000,-2.0,2.4000,
36,20进出03,98.29,2.9719,1.19,2.9623,
37,19附息国债02,100.06,1.8802,-14.25,1.9646,
38,21深燃气SCP001,100.00,2.8493,,2.8493,
39,21光大银行CD004,97.21,2.8650,,2.8649,
40,16附息国债07,100.17,1.8800,-1.99,1.8949,
41,20贴现国债38,98.86,2.0300,-5.02,2.0366,
42,19附息国债06,100.60,3.2075,0.75,3.2145,
43,20农业银行CD133,97.95,2.6301,-1.0,2.6301,
44,19国开05,99.03,3.6225,0.25,3.6321,
45,19国开03,100.72,3.0500,-0.88,3.0557,
46,20农发07,100.12,3.0050,0.5,3.0030,
47,18进出13,100.89,2.4299,-4.73,2.4260,
48,16国开07,100.53,2.9780,1.0,2.9618,
49,20农发09,100.24,2.3600,-4.01,2.3721,
50,20农发04,94.57,3.6600,2.0,3.6088,
