,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.10,3.5635,-1.15,3.5772,
1,20附息国债16,100.99,3.1530,-1.7,3.1647,
2,20国开10,95.61,3.6450,-0.5,3.6512,
3,20附息国债11,99.80,2.7625,-1.25,2.8390,
4,20农业银行CD178,98.62,2.7997,,2.7997,
5,20附息国债12,101.15,3.7450,-4.98,3.7606,
6,20国开12,100.40,3.2400,-2.0,3.2585,
7,20附息国债06,95.89,3.1900,-0.75,3.2019,
8,19国开05,98.90,3.6400,1.0,3.6298,
9,20附息国债13,100.19,2.9750,1.0,2.9731,
10,18国开14,103.84,3.2750,-4.5,3.2870,
11,20附息国债09,98.75,2.8800,-0.5,2.8790,
12,20附息国债05,95.92,3.0200,-0.5,3.0179,
13,20浦发银行CD528,97.11,2.9798,,2.9781,
14,19国开03,100.49,3.1286,0.86,3.1418,
15,20贴现国债49,98.73,2.4800,-2.01,2.5049,
16,20附息国债18,100.37,2.7300,-2.89,2.7354,
17,20国开16,100.06,2.6027,0.28,2.5953,
18,20国开01,100.00,2.2505,5.01,2.2342,
19,20附息国债04,92.93,3.7925,-2.73,3.8019,
20,18附息国债07,100.26,2.4302,-1.98,2.4373,
21,19国开10,99.95,3.6544,-0.06,3.6486,
22,20附息国债15,100.30,2.5400,-9.0,2.5537,
23,20农业银行CD136,99.28,2.5649,2.48,2.5377,
24,20广发银行CD250,98.62,2.7997,,2.7973,
25,20农业银行CD176,98.62,2.8000,-1.9,2.9263,
26,20进出11,100.62,3.6635,-0.65,3.6699,
27,20国开07,99.93,3.0234,-0.16,3.0406,
28,20国开08,98.45,3.2640,-1.6,3.2760,
29,20国开11,99.52,2.5501,2.01,2.5405,
30,15国开18,101.92,3.2900,-1.0,3.2917,
31,20国开05,95.53,3.6500,-1.0,3.6526,
32,19附息国债03,100.02,2.6700,-3.5,2.7025,
33,20贴现国债43,98.77,2.3200,-3.02,2.3226,
34,20光大银行CD325,98.62,2.7997,,2.7997,
35,20浦发银行CD432,99.29,2.5701,2.05,2.6536,
36,19附息国债09,100.14,2.4345,0.32,2.4284,
37,20建设银行CD190,97.13,2.9498,,2.9485,
38,20农业银行CD029,97.95,2.9401,1.0,2.9401,
39,18国开03,100.40,2.3901,1.99,2.3699,
40,20进出15,100.58,3.2950,-1.91,3.2912,
41,20附息国债03,98.72,2.8500,-2.0,2.8389,
42,17国开06,101.49,2.8200,-0.24,2.8270,
43,20农业银行CD177,98.62,2.7991,-0.02,2.7991,
44,20进出05,98.65,3.2800,-2.1,3.2871,
45,20农发01,100.00,2.4502,4.98,2.4491,
46,19附息国债06,100.51,3.2200,-1.0,3.2294,
47,20国开03,100.02,3.2250,-4.0,3.2397,
48,16农发03,100.02,1.9991,1.0,2.0334,
49,11附息国债15,100.67,2.5158,2.11,2.5158,
50,16附息国债17,98.42,3.0480,-0.16,3.1063,
51,20农业银行CD142,99.27,2.7000,10.04,2.6316,
52,18国开08,100.48,2.5000,-2.99,2.5315,
53,20附息国债14,100.11,2.8375,-0.75,2.8406,
54,20国开02,97.46,3.0281,0.62,3.0054,
55,18农发06,107.03,3.5450,0.5,3.5440,
56,18附息国债23,100.97,2.9230,7.3,2.9226,
57,19进出05,100.32,3.1700,-4.0,3.1700,
58,16吉林交投MTN001,75.22,12.8393,6.64,12.8248,
59,17江苏债03,100.92,2.7500,-14.0,2.7500,
60,20光穗鲲鹏ABN001优先,100.00,,,,
61,19国开15,98.50,3.6520,0.2,3.6558,
