,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,100.21,3.6730,-0.45,3.6813,
1,20附息国债16,99.95,3.2760,-0.4,3.2833,
2,20附息国债15,100.14,2.7250,0.01,2.7369,
3,20国开12,99.93,3.3525,-0.5,3.3623,
4,20国开10,95.04,3.7175,-0.25,3.7159,
5,20农发清发01,99.09,3.0100,-6.0,3.4790,
6,20附息国债13,99.65,3.0975,0.75,3.0975,
7,20附息国债11,99.56,2.9150,0.5,2.9129,
8,20国开03,99.55,3.3500,-1.5,3.3521,
9,20附息国债17,100.00,3.2800,-0.12,3.2839,
10,20国开02,97.23,3.1200,1.19,3.1126,
11,20农业银行CD169,98.62,2.7997,,2.7997,
12,20附息国债12,99.69,3.8275,-0.58,3.8380,
13,20附息国债10,99.67,2.7001,1.0,2.7032,
14,20建设银行CD181,97.09,2.9997,,2.9977,
15,20贴现国债49,98.70,2.6001,-1.99,2.6014,
16,20附息国债06,95.01,3.3000,1.0,3.2938,
17,20国开16,99.96,2.7300,-1.0,2.7471,
18,20贴现国债53,99.36,2.5601,-3.97,2.5765,
19,18国开12,100.65,2.7372,1.0,2.8316,
20,20兴业银行CD533,97.10,2.9901,,2.9958,
21,20贴现国债50,99.36,2.5496,-0.08,2.5436,
22,20电网SCP048,99.97,2.8497,1.0,2.8497,
23,20附息国债01,99.97,2.6997,0.02,2.6911,
24,20国开07,99.70,3.1150,0.34,3.1344,
25,20贴现国债47,98.74,2.5529,-1.21,2.4402,
26,20附息国债05,95.49,3.1250,-0.25,3.1278,
27,20徽商银行CD149,99.29,2.8998,,2.8998,
28,20民生银行CD566,97.09,3.0000,,3.0014,
29,19农发清发02,99.29,3.4479,36.61,3.4235,
30,19国开15,98.08,3.7100,0.97,3.7036,
31,20附息国债09,98.49,2.9850,1.5,2.9783,
32,20国开08,98.03,3.3650,-0.5,3.3637,
33,19附息国债09,100.18,2.3792,0.36,2.3822,
34,15附息国债16,102.01,3.0364,2.21,3.0365,
35,20兴银7A,100.01,,,,
36,19国开02,100.14,2.8900,-1.15,2.8849,
37,19国开07,100.24,2.9978,0.78,2.9877,
38,20中电投MTN024,100.00,6.5047,,6.5049,
39,16国开06,100.05,2.6002,1.04,2.5904,
40,20平安银行CD328,97.09,2.9997,,2.9947,
41,18农发12,100.49,2.7500,-5.0,2.8439,
42,19国开03,100.23,3.2186,0.43,3.2219,
43,19国开14,99.82,3.0683,1.83,3.0478,
44,20浦发银行CD513,97.08,3.0000,2.0,3.0078,
45,20平安银行CD284,99.28,2.6803,-1.95,2.6803,
46,20附息国债14,99.79,2.9550,1.5,2.9478,
47,20农业银行CD136,99.28,2.6498,1.13,2.6390,
48,20农发02,97.96,3.1381,-0.19,3.1402,
