,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20附息国债16,100.08,3.2600,-1.6,3.2814,
1,20国开15,100.50,3.6370,-3.6,3.6643,
2,20附息国债15,100.11,2.7561,3.11,2.7405,
3,20国开10,95.26,3.6900,-2.75,3.6933,
4,20华夏银行,100.00,3.5398,,3.5398,
5,20附息国债13,99.75,3.0741,-2.34,3.0838,
6,20附息国债12,99.86,3.8177,-1.23,3.8302,
7,19国开10,99.73,3.6850,5.97,3.6702,
8,20贴现国债53,99.36,2.5396,-2.05,2.5726,
9,20国开12,100.01,3.3350,-1.75,3.3500,
10,20国开07,99.77,3.0900,-2.5,3.1201,
11,20国开02,97.26,3.1100,-1.0,3.0503,
12,20进出05,98.30,3.3700,1.0,3.2976,
13,20附息国债14,99.87,2.9275,-2.75,2.9440,
14,20附息国债11,99.63,2.8680,-4.33,2.8980,
15,20东航股SCP032,99.90,3.0505,1.0,3.0503,
16,20附息国债06,95.21,3.2750,-2.5,3.2873,
17,20国开03,99.76,3.2925,-5.75,3.3502,
18,20农业银行CD170,98.61,2.8199,,2.7840,
19,20附息国债09,98.57,2.9526,-3.24,2.9589,
20,20附息国债17,100.15,3.2550,-2.5,3.2844,
21,20农发04,94.13,3.7150,0.15,3.7208,
22,18附息国债07,100.26,2.5000,-3.01,2.5142,
23,20进出10,96.48,3.6850,-2.5,3.6594,
24,20附息国债05,95.58,3.1050,-2.0,3.1194,
25,20电网SCP045,99.85,2.9000,-32.0,2.8998,
26,20长沙银行小微债02,100.00,3.6997,,3.6997,
27,19附息国债09,100.00,2.7100,33.19,2.3896,
28,18附息国债04,104.82,3.0900,-0.75,3.0900,
29,15附息国债16,101.97,3.0447,0.83,3.0446,
30,20贴现国债47,98.77,2.4073,-14.56,2.4084,
31,20国开08,98.16,3.3340,-3.1,3.2887,
32,20南电SCP012,100.00,2.9493,,2.9493,
33,20进出03,97.87,3.1446,0.78,3.1410,
34,20建设银行CD138,98.61,2.7000,-1.99,2.7064,
35,11附息国债15,100.65,2.6258,,2.6237,
36,20贴现国债51,99.37,2.5305,-6.93,2.5361,
37,20附息国债18,100.17,2.8375,-4.25,2.8539,
38,20国开16,99.99,2.6900,-4.0,2.7342,
39,18国开12,100.66,2.7050,-3.22,2.8075,
40,19国开14,99.94,3.0000,-6.83,3.0431,
41,20东吴证券CP014,100.00,2.8493,,2.8493,
42,14附息国债12,104.00,2.7900,4.69,2.7655,
43,20附息国债08,97.74,3.2425,-1.0,3.2492,
44,19农发09,99.84,3.2850,-2.5,3.2986,
45,20贴现国债48,99.41,2.4003,-15.01,2.3913,
46,20进出06,99.73,2.6001,1.72,2.5886,
47,18农发13,101.07,3.1600,-1.86,3.1644,
48,19进出05,100.08,3.2500,-0.36,3.2446,
49,19国开05,98.63,3.6800,1.06,3.6604,
50,19附息国债06,100.12,3.2730,-1.2,3.2932,
51,19附息国债03,99.85,2.8100,-4.0,2.8488,
52,20国开04,99.62,3.5000,-2.0,3.5461,
53,20农业银行CD126,97.83,2.9001,2.0,2.9001,
54,20晋交投SCP006,100.00,3.7988,,3.7988,
55,18农发12,100.49,2.7500,1.0,2.8292,
56,11附息国债08,100.31,2.4996,-10.02,2.5023,
57,20招商蛇口MTN003,100.00,3.7598,,3.7598,
58,18平安银行01,100.66,3.1031,0.82,3.1095,
59,20京城投PPN002,100.00,4.1997,,4.1997,
60,20国开06,99.49,2.7201,0.02,2.7124,
