,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
0,20国开15,101.01,3.5750,-1.05,3.5922,
1,20附息国债16,100.84,3.1700,-4.75,3.1925,
2,20附息国债18,100.32,2.7589,-0.11,2.7795,
3,20附息国债13,100.19,2.9750,-1.25,2.9919,
4,20贴现国债62,99.40,2.4002,-4.01,2.5705,
5,20附息国债06,95.83,3.1975,-4.75,3.2203,
6,20国开12,100.32,3.2600,-2.75,3.2763,
7,20国开10,95.57,3.6500,-1.0,3.6594,
8,20农业银行CD136,99.28,2.5105,-1.97,2.5254,
9,20附息国债11,99.78,2.7750,-2.75,2.7925,
10,20附息国债04,92.47,3.8198,-1.02,3.8153,
11,20附息国债09,98.74,2.8850,-5.5,2.9047,
12,18附息国债07,100.26,2.4500,-4.0,2.4618,
13,20国开08,98.39,3.2800,-1.1,3.2869,
14,20附息国债12,100.27,3.7948,-0.27,3.7774,
15,20农业银行CD177,98.62,2.7993,,2.7991,
16,19国开10,99.95,3.6550,-2.81,3.6648,
17,19国开14,99.98,2.9783,0.83,2.9680,
18,19国开03,100.52,3.1200,-4.5,3.1678,
19,20国开03,99.87,3.2650,1.0,3.2645,
20,20南电SCP014,100.00,2.8493,,2.8493,
21,18国开10,103.10,3.5600,-2.56,3.5719,
22,20附息国债15,100.22,2.6300,3.0,2.5724,
23,20国开07,99.93,3.0250,-3.24,3.0659,
24,20附息国债05,95.90,3.0250,-3.4,3.0334,
25,20贴现国债50,99.38,2.2003,0.01,2.2034,
26,20平安银行CD284,99.28,2.5501,-9.01,2.5664,
27,19国开05,98.97,3.6300,-3.0,3.6366,
28,19进出08,100.54,2.9225,-9.75,3.0075,
29,19附息国债09,100.15,2.4280,0.86,2.4103,
30,20中国银行CD088,99.28,2.5304,-6.99,2.4928,
31,20华夏银行CD492,99.79,2.4489,,2.4489,
32,20农业银行CD176,98.61,2.8190,-0.07,2.9150,
33,20国开16,100.06,2.5999,-6.0,2.6331,
34,20兴业银行CD245,98.14,2.7002,0.01,2.7002,
35,20附息国债14,100.09,2.8450,-4.25,2.8682,
36,20农发10,101.05,3.6600,-3.27,3.6694,
37,20国开11,99.52,2.5300,-5.0,2.5606,
38,18国开05,108.75,3.4700,2.0,3.4520,
39,19农业银行永续债01,99.65,4.4900,-3.08,4.4943,
40,20贴现国债52,98.72,2.5199,-8.72,2.5178,
41,17内蒙02,102.19,2.8200,-2.35,2.8200,
42,18国开11,101.74,3.0550,-4.5,3.0751,
43,20进出03,98.02,3.0800,1.0,3.0742,
44,16国开06,100.06,2.4500,-3.99,2.4302,
45,19附息国债06,100.44,3.2300,-1.5,3.2721,
46,18国开14,103.64,3.3200,-7.45,3.2894,
47,18附息国债28,100.55,3.0976,9.76,3.0680,
48,19国开15,98.52,3.6500,-1.38,3.6611,
